bookId,first_genre,clean_date,day_of_week,month_name,year,books
928940.Remember_Me,Historical Fiction,28/10/2003,Tuesday,October,2003,1
13621089-geek-girl,Young Adult,28/02/2013,Thursday,February,2013,1
17415577-br-julas-que-buscan-sonrisas-perdidas,Fiction,15/03/2013,Friday,March,2013,1
25159239-the-girl-with-ghost-eyes,Fantasy,03/11/2015,Tuesday,November,2015,1
15774122-max,Historical Fiction,28/10/2012,Sunday,October,2012,1
23569787-akarnae,Fantasy,01/02/2015,Sunday,February,2015,1
15755201-suspect,Mystery,22/01/2013,Tuesday,January,2013,1
33161035-the-legend-of-korra,Fantasy,26/07/2017,Wednesday,July,2017,1
26245853-the-last-mile,Mystery,19/04/2016,Tuesday,April,2016,1
35064151-ber-hre-mich-nicht,Romance,26/10/2017,Thursday,October,2017,1
34019122-past-tense,Fiction,05/11/2018,Monday,November,2018,1
86663.Ten_Big_Ones,Mystery,22/06/2004,Tuesday,June,2004,1
75586.The_T_in,Classics,28/10/1950,Saturday,October,1950,1
29898.The_Wars,Fiction,28/10/1977,Friday,October,1977,1
52872.Flight,Fiction,17/04/2007,Tuesday,April,2007,1
122856.Dragonwyck,Historical Fiction,01/01/1944,Saturday,January,1944,1
351211.The_Disorderly_Knights,Historical Fiction,28/10/1966,Friday,October,1966,1
2083991.The_Rise_of_Scourge,Fantasy,01/07/2008,Tuesday,July,2008,1
11290.Children_of_the_Night,Horror,28/10/1992,Wednesday,October,1992,1
15561.Wizard_at_Large,Fantasy,12/08/1987,Wednesday,August,1987,1
4566934-winter-in-tokyo,Romance,15/08/2008,Friday,August,2008,1
3654372-cowgirl-up-and-ride,Romance,15/03/2008,Saturday,March,2008,1
8099187-decision-points,Biography,01/01/2010,Friday,January,2010,1
176796.The_Black_Swan,Fantasy,01/05/1999,Saturday,May,1999,1
6178354-archenemy,Fantasy,01/10/2009,Thursday,October,2009,1
29386.Nathaniel_s_Nutmeg,Nonfiction,04/03/1999,Thursday,March,1999,1
9296438-save-me,Fiction,28/10/2011,Friday,October,2011,1
90556.The_Biology_of_Belief,Nonfiction,28/10/2005,Friday,October,2005,1
12923.The_Castle_of_Otranto,Classics,28/10/1964,Wednesday,October,1964,1
133547.Everyone_Poops,Childrens,02/02/1981,Monday,February,1981,1
11010251-the-lost-wife,Historical Fiction,06/09/2011,Tuesday,September,2011,1
13548075-the-angel,Romance,25/09/2012,Tuesday,September,2012,1
60551.The_Book_on_the_Taboo_Against_Knowing_Who_You_Are,Nonfiction,28/10/1966,Friday,October,1966,1
9729681-devoted,Young Adult,11/10/2011,Tuesday,October,2011,1
18411969-first-days,Young Adult,05/04/2013,Friday,April,2013,1
13576132-the-murder-complex,Young Adult,10/06/2014,Tuesday,June,2014,1
18744040-last-light,Romance,28/10/2014,Tuesday,October,2014,1
23252584-gelombang,Fiction,17/10/2014,Friday,October,2014,1
8745.Desert_Flower,Nonfiction,19/08/1998,Wednesday,August,1998,1
40721873-love-wins,Nonfiction,01/01/2011,Saturday,January,2011,1
25912206-the-noise-of-time,Fiction,28/01/2016,Thursday,January,2016,1
29963453-the-silent-waters,Romance,22/09/2016,Thursday,September,2016,1
30734567-pushing-brilliance,Fiction,28/10/2016,Friday,October,2016,1
91950.The_Myth_of_Sisyphus,Nonfiction,28/10/1942,Wednesday,October,1942,1
44014779-a-tale-of-magic,Fantasy,01/10/2019,Tuesday,October,2019,1
107300.Trustee_from_the_Toolroom,Fiction,28/10/1960,Friday,October,1960,1
73419.Poema_de_M_o_Cid,Poetry,28/10/1940,Monday,October,1940,1
870488.The_Martyr_s_Song_The_Martyr_s_Song_Series_Book_1_,Fiction,30/08/2005,Tuesday,August,2005,1
11320.The_Captain_s_Verses,Poetry,28/10/1952,Tuesday,October,1952,1
5245026-love-you-hate-you-miss-you,Young Adult,26/05/2009,Tuesday,May,2009,1
24970.Either_Or,Nonfiction,20/02/1943,Saturday,February,1943,1
249606.The_Bridge,Fiction,28/10/1986,Tuesday,October,1986,1
321572.Holy_Fools,Fiction,28/10/2003,Tuesday,October,2003,1
7327327-the-search-for-wondla,Fantasy,21/09/2009,Monday,September,2009,1
51944.Tenderness,Young Adult,01/01/1997,Wednesday,January,1997,1
675323.After_You_d_Gone,Fiction,01/01/2000,Saturday,January,2000,1
50805.Wishes,Romance,28/11/1989,Tuesday,November,1989,1
968403.The_Descendants,Fiction,15/05/2007,Tuesday,May,2007,1
9132056-insight,Fantasy,20/07/2010,Tuesday,July,2010,1
13645303,Horror,28/10/2012,Sunday,October,2012,1
10947600-saving-june,Young Adult,01/05/2011,Sunday,May,2011,1
158005.Book_of_Longing,Poetry,25/04/2006,Tuesday,April,2006,1
6393082-ender-s-game-volume-1,Science Fiction,28/10/2009,Wednesday,October,2009,1
440638.Castelli_di_rabbia,Fiction,28/10/1991,Monday,October,1991,1
25944381-cruel-crown,Fantasy,05/01/2016,Tuesday,January,2016,1
28220826-when-the-moon-was-ours,Fantasy,04/10/2016,Tuesday,October,2016,1
28110143-furthermore,Fantasy,30/08/2016,Tuesday,August,2016,1
34121119-camino-island,Fiction,06/06/2017,Tuesday,June,2017,1
10040.Die_Entdeckung_der_Langsamkeit,Fiction,28/10/1983,Friday,October,1983,1
109713.City_of_Night,Fiction,28/10/1963,Monday,October,1963,1
119247.The_Great_Brain,Childrens,28/10/1967,Saturday,October,1967,1
3996887-perfect-fifths,Young Adult,14/04/2009,Tuesday,April,2009,1
130916.The_Saving_Graces,Fiction,28/10/1999,Thursday,October,1999,1
381501.Invitation_Only,Young Adult,01/11/2006,Wednesday,November,2006,1
545761.The_Light_of_Eidon,Fantasy,01/06/2003,Sunday,June,2003,1
47763.I_Know_What_You_Did_Last_Summer,Young Adult,28/10/1973,Sunday,October,1973,1
6749.Oblivion,Fiction,08/06/2004,Tuesday,June,2004,1
439092.The_Old_Willis_Place,Horror,20/09/2004,Monday,September,2004,1
22893.Incantation,Historical Fiction,01/10/2006,Sunday,October,2006,1
100065.As_a_Driven_Leaf,Historical Fiction,28/10/1939,Saturday,October,1939,1
21182.The_Wisdom_of_Life,Nonfiction,28/10/1951,Sunday,October,1951,1
13637470-dongri-to-dubai,Nonfiction,25/05/2012,Friday,May,2012,1
25574.Common_Stocks_and_Uncommon_Profits_and_Other_Writings,Business,30/11/1957,Saturday,November,1957,1
17852261-the-rocker-that-needs-me,Romance,03/07/2013,Wednesday,July,2013,1
6177452-13,Nonfiction,28/10/1984,Sunday,October,1984,1
13557124-stalk-me,Young Adult,20/08/2012,Monday,August,2012,1
634747.The_Citadel,Fiction,28/10/1937,Thursday,October,1937,1
20697435-the-book-of-strange-new-things,Fiction,06/10/2014,Monday,October,2014,1
168499.A_Season_in_Hell,Poetry,28/10/1973,Sunday,October,1973,1
83518.The_Singularity_is_Near,Science,22/09/2005,Thursday,September,2005,1
25294122-here-s-to-falling,Romance,01/04/2015,Wednesday,April,2015,1
6553843-hard-rain-falling,Fiction,28/10/1964,Wednesday,October,1964,1
29863848-the-chosen,Romance,04/04/2017,Tuesday,April,2017,1
34311452-year-one,Fantasy,05/12/2017,Tuesday,December,2017,1
36626748-the-last-time-i-lied,Mystery,03/07/2018,Tuesday,July,2018,1
30091914-human-acts,Fiction,19/05/2014,Monday,May,2014,1
41943994-the-dark-bones,Mystery,21/05/2019,Tuesday,May,2019,1
252783.The_Attributes_of_God,Nonfiction,01/11/1988,Tuesday,November,1988,1
80064.Coming_Through_Slaughter,Fiction,28/10/1976,Thursday,October,1976,1
5989059-resurrection,Young Adult,30/06/2009,Tuesday,June,2009,1
43919.Faerie_Tale,Fantasy,01/01/1988,Friday,January,1988,1
45258.Fallen_Dragon,Science Fiction,28/10/2001,Sunday,October,2001,1
19322012-all-those-things-we-never-said,Romance,28/10/2008,Tuesday,October,2008,1
6227080-the-stolen-throne,Fantasy,03/03/2009,Tuesday,March,2009,1
5553.Six_Easy_Pieces,Science,28/10/1962,Sunday,October,1962,1
9519912-naamah-s-blessing,Fantasy,28/10/2011,Friday,October,2011,1
80689.The_Fifth_Sacred_Thing,Fiction,28/10/1993,Thursday,October,1993,1
1104540.The_Sovereignty_of_God,Nonfiction,30/11/2017,Thursday,November,2017,1
179142.All_My_Sons,Classics,28/10/1947,Tuesday,October,1947,1
28413.The_Ladies_Paradise,Classics,28/10/1983,Friday,October,1983,1
60106.Mr_Palomar,Fiction,28/11/1983,Monday,November,1983,1
16085614-a-beautiful-lie,Romance,02/01/2013,Wednesday,January,2013,1
17788100-blind-obsession,Romance,07/04/2013,Sunday,April,2013,1
10277268-city-of-bohane,Fiction,31/03/2011,Thursday,March,2011,1
9816578-alice-bliss,Fiction,01/06/2011,Wednesday,June,2011,1
2376087.The_Post_Office_Girl,Fiction,28/10/1982,Thursday,October,1982,1
12935956-arranged,Romance,28/12/2010,Tuesday,December,2010,1
18077903-creativity-inc,Business,24/07/2009,Friday,July,2009,1
16113606-of-beast-and-beauty,Fantasy,23/07/2013,Tuesday,July,2013,1
21393526-magonia,Fantasy,28/04/2015,Tuesday,April,2015,1
17661416-made-you-up,Young Adult,19/05/2015,Tuesday,May,2015,1
102113.The_Bottoms,Mystery,28/10/2000,Saturday,October,2000,1
7840834-palo-alto,Fiction,19/10/2009,Monday,October,2009,1
18431.The_Rule_of_Four,Fiction,28/10/2004,Thursday,October,2004,1
23200514-chase-the-dark,Fantasy,12/10/2014,Sunday,October,2014,1
21469068-i-ll-meet-you-there,Young Adult,03/02/2015,Tuesday,February,2015,1
15566.The_Elf_Queen_of_Shannara,Fantasy,28/10/1992,Wednesday,October,1992,1
33375622-her-body-and-other-parties,Fiction,03/10/2017,Tuesday,October,2017,1
36621586-the-winter-of-the-witch,Fantasy,08/01/2019,Tuesday,January,2019,1
25074597-my-hero-academia-vol-1,Fantasy,04/11/2014,Tuesday,November,2014,1
31842429-patria,Fiction,28/10/2016,Friday,October,2016,1
94669.The_Mistress_of_Spices,Fiction,28/10/1997,Tuesday,October,1997,1
180535.The_Best_Short_Stories_of_Edgar_Allan_Poe,Fiction,28/10/1933,Saturday,October,1933,1
238968.DragonQuest,Fantasy,07/06/2005,Tuesday,June,2005,1
266346.Every_Breath_You_Take,True Crime,31/12/2000,Sunday,December,2000,1
68099.Death_at_La_Fenice,Mystery,19/06/1992,Friday,June,1992,1
6216670-so-not-happening,Young Adult,04/05/2009,Monday,May,2009,1
18884.Polgara_the_Sorceress,Fantasy,15/10/1997,Wednesday,October,1997,1
32812.Paradiso,Classics,28/10/2020,Wednesday,October,2020,1
2177563.Madness,Nonfiction,28/10/2008,Tuesday,October,2008,1
27719.The_Night_of_Wishes,Fantasy,28/10/1989,Saturday,October,1989,1
60932.Parable_of_the_Talents,Science Fiction,28/10/1998,Wednesday,October,1998,1
316496.Oscar_and_Lucinda,Fiction,28/10/1988,Friday,October,1988,1
60080.Groundwork_of_the_Metaphysics_of_Morals,Nonfiction,28/10/1985,Monday,October,1985,1
60215.The_Urth_of_the_New_Sun,Fantasy,28/10/1987,Wednesday,October,1987,1
14889.Joy_in_the_Morning,Fiction,28/10/1963,Monday,October,1963,1
6058.The_Road_Back,Classics,28/10/1931,Wednesday,October,1931,1
894154.Red_Sorghum,Fiction,28/05/1987,Thursday,May,1987,1
7417780-the-piper-s-son,Young Adult,01/03/2010,Monday,March,2010,1
426825.QB_VII,Historical Fiction,01/01/1970,Thursday,January,1970,1
17325147-left-drowning,Romance,16/07/2013,Tuesday,July,2013,1
12290008-antologi-rasa,Romance,19/08/2011,Friday,August,2011,1
12022079-home-front,Fiction,31/01/2012,Tuesday,January,2012,1
186837.How_I_Became_Stupid,Fiction,28/10/2000,Saturday,October,2000,1
12043771-this-is-not-a-test,Young Adult,19/06/2012,Tuesday,June,2012,1
918645.Mygale,Horror,28/10/1984,Sunday,October,1984,1
13188615-breaking-point,Young Adult,12/02/2013,Tuesday,February,2013,1
13576494-buenos-d-as-princesa,Romance,28/10/2012,Sunday,October,2012,1
248309.The_Cry_of_the_Icemark,Fantasy,03/01/2005,Monday,January,2005,1
881508.Pan_Tadeusz,Classics,28/10/1934,Sunday,October,1934,1
10147.The_Complete_Sherlock_Holmes_Volume_I,Classics,01/01/1927,Saturday,January,1927,1
29875363-the-fireman,Horror,17/05/2016,Tuesday,May,2016,1
71549.The_Family_of_Pascual_Duarte,Fiction,28/10/1942,Wednesday,October,1942,1
43884993-the-19th-christmas,Mystery,07/10/2019,Monday,October,2019,1
40702154-lady-smoke,Fantasy,05/02/2019,Tuesday,February,2019,1
230200.Paroles,Poetry,05/06/1949,Sunday,June,1949,1
372713.Doctored_Evidence,Mystery,28/10/2004,Thursday,October,2004,1
13067.Flush,Young Adult,28/10/2005,Friday,October,2005,1
817791.The_Blind_Side,Nonfiction,17/09/2006,Sunday,September,2006,1
39000.Six_Frigates,Nonfiction,02/10/2006,Monday,October,2006,1
759945.The_Magic_of_Thinking_Big,Self Help,28/10/1959,Wednesday,October,1959,1
1422250.Vampires_are_Forever,Romance,01/01/2008,Tuesday,January,2008,1
170619.All_Around_the_Town,Mystery,01/06/1989,Thursday,June,1989,1
39937.Blue_Angel,Fiction,22/03/2000,Wednesday,March,2000,1
3417.Caesar_s_Women,Historical Fiction,28/10/1996,Monday,October,1996,1
96471.Earth,Science Fiction,28/10/1990,Sunday,October,1990,1
8599748-trust-in-advertising,Romance,01/07/2010,Thursday,July,2010,1
10433900-variant,Young Adult,04/10/2011,Tuesday,October,2011,1
15722934-immortal-ever-after,Romance,26/02/2013,Tuesday,February,2013,1
93007.The_Merry_Adventures_of_Robin_Hood,Classics,28/10/1983,Friday,October,1983,1
30189.Cast_in_Courtlight,Fantasy,18/07/2006,Tuesday,July,2006,1
7920450-comfort-food,Romance,01/03/2010,Monday,March,2010,1
3522419-nemesis,Mystery,28/10/2002,Monday,October,2002,1
90420.Copper_Sun,Historical Fiction,20/09/2006,Wednesday,September,2006,1
50696.The_Ghost_Writer,Fiction,28/10/1979,Sunday,October,1979,1
44905.Writing_Down_the_Bones,Nonfiction,12/10/1986,Sunday,October,1986,1
13573400-two-brothers,Historical Fiction,28/10/2012,Sunday,October,2012,1
13380221-house-of-secrets,Fantasy,23/04/2013,Tuesday,April,2013,1
16466436-unravel,Romance,15/02/2014,Saturday,February,2014,1
8639945-life-without-limits,Nonfiction,31/08/2007,Friday,August,2007,1
6528980-1,Fantasy,10/04/2009,Friday,April,2009,1
27401883-when-i-m-gone,Fiction,15/03/2016,Tuesday,March,2016,1
23309634-before-we-were-strangers,Romance,18/08/2015,Tuesday,August,2015,1
29430620-children-of-eden,Young Adult,01/10/2016,Saturday,October,2016,1
25689056-the-inquisition,Fantasy,10/05/2016,Tuesday,May,2016,1
17838528-the-unexpected-everything,Young Adult,03/05/2016,Tuesday,May,2016,1
20174424-city-of-stairs,Fantasy,09/09/2014,Tuesday,September,2014,1
26856502-vengeful,Fantasy,25/09/2018,Tuesday,September,2018,1
449573.The_Theory_of_Everything,Science,15/05/2002,Wednesday,May,2002,1
47521.Archer_s_Goon,Fantasy,09/04/1984,Monday,April,1984,1
98427.The_General_s_Daughter,Fiction,16/11/1992,Monday,November,1992,1
777211.Executive_Power,Fiction,06/05/2003,Tuesday,May,2003,1
94039.Drop_Dead_Beautiful,Fiction,01/01/2007,Monday,January,2007,1
58801.De_la_part_de_la_princesse_morte,Historical Fiction,28/10/1987,Wednesday,October,1987,1
702051.Gideon,Romance,01/06/2007,Friday,June,2007,1
13978.One_Good_Knight,Fantasy,01/03/2006,Wednesday,March,2006,1
6439641-luv-ya-bunches,Fiction,01/10/2009,Thursday,October,2009,1
592167.The_Conquest_of_Gaul,Classics,28/10/1950,Saturday,October,1950,1
53834.The_Jesus_I_Never_Knew,Nonfiction,01/01/1995,Sunday,January,1995,1
6760793-belly-up,Mystery,01/01/2010,Friday,January,2010,1
16689.Citizen_of_the_Galaxy,Science Fiction,28/07/1957,Sunday,July,1957,1
20522640-mortal-heart,Fantasy,04/11/2014,Tuesday,November,2014,1
3040004-procession-of-the-dead,Fantasy,01/03/1999,Monday,March,1999,1
572626.Separate_Beds,Romance,01/01/1985,Tuesday,January,1985,1
10393675-until-tuesday,Nonfiction,01/01/2011,Saturday,January,2011,1
61794.La_vida_de_Lazarillo_de_Tormes,Classics,28/10/1954,Thursday,October,1954,1
13112869-not-a-drop-to-drink,Young Adult,24/09/2013,Tuesday,September,2013,1
18081717,Fiction,15/07/2013,Monday,July,2013,1
5935144,Fiction,28/10/1945,Sunday,October,1945,1
108925._J_rusalem,Nonfiction,28/10/1972,Saturday,October,1972,1
20821371-the-sense-of-style,Nonfiction,04/09/2014,Thursday,September,2014,1
18505784-the-pearl-that-broke-its-shell,Fiction,01/05/2014,Thursday,May,2014,1
18339630-all-my-puny-sorrows,Fiction,15/04/2014,Tuesday,April,2014,1
32523.Hide,Mystery,28/10/2007,Sunday,October,2007,1
220754.Dream_Boy,Fiction,28/10/1995,Saturday,October,1995,1
6345999-death-note,Graphic Novels,28/10/2003,Tuesday,October,2003,1
18602406-yellow-brick-war,Fantasy,15/03/2016,Tuesday,March,2016,1
16065004-shadows-of-self,Fantasy,06/10/2015,Tuesday,October,2015,1
334227.Vidas_Secas,Classics,28/10/1938,Friday,October,1938,1
101869.The_Atrocity_Archives,Science Fiction,28/01/2004,Wednesday,January,2004,1
30809786-a-reaper-at-the-gates,Fantasy,12/06/2018,Tuesday,June,2018,1
42379032-the-last-time-i-saw-you,Mystery,07/05/2019,Tuesday,May,2019,1
843433.Philosophy,Nonfiction,28/10/1982,Thursday,October,1982,1
24929.Lost,Fantasy,01/10/2001,Monday,October,2001,1
4758093-l-a-candy,Young Adult,01/01/2009,Thursday,January,2009,1
1002520.Coming_Home,Young Adult,28/10/2000,Saturday,October,2000,1
7968.Red_Prophet,Fantasy,28/01/1988,Thursday,January,1988,1
8752457-first-step-2-forever,Nonfiction,01/01/2010,Friday,January,2010,1
6285903-retribution-falls,Fantasy,28/10/2009,Wednesday,October,2009,1
7831742-the-lost-saint,Young Adult,29/11/2010,Monday,November,2010,1
19674.The_Teeth_of_the_Tiger,Fiction,28/08/2003,Thursday,August,2003,1
1171.Liar_s_Poker,Nonfiction,28/10/1989,Saturday,October,1989,1
81153.Briar_Rose,Young Adult,31/08/1988,Wednesday,August,1988,1
11777020-headhunters,Fiction,28/10/2008,Tuesday,October,2008,1
13170035-blood-moon,Young Adult,19/06/2012,Tuesday,June,2012,1
77903.Bodas_de_sangre,Classics,28/10/1932,Friday,October,1932,1
17733898-hard-luck,Fiction,05/11/2013,Tuesday,November,2013,1
12158480-why-nations-fail,Nonfiction,28/03/2012,Wednesday,March,2012,1
9791892-unremembered,Young Adult,28/02/2013,Thursday,February,2013,1
67522.The_Collected_Poems_of_Emily_Dickinson,Poetry,28/10/1924,Tuesday,October,1924,1
17255435-a-shade-of-vampire,Young Adult,14/12/2012,Friday,December,2012,1
12758317-in-one-person,Fiction,08/05/2012,Tuesday,May,2012,1
22303684-white-hot,Romance,30/05/2017,Tuesday,May,2017,1
18813642-bad-feminist,Nonfiction,05/08/2014,Tuesday,August,2014,1
25986929-goodnight-punpun-omnibus-vol-1,Graphic Novels,15/03/2016,Tuesday,March,2016,1
8710484-la-carte-et-le-territoire,Fiction,03/09/2010,Friday,September,2010,1
31450908-down-among-the-sticks-and-bones,Fantasy,13/06/2017,Tuesday,June,2017,1
244812.Fruits_Basket_Vol_16,Fantasy,01/01/2004,Thursday,January,2004,1
13620.Death_Note_Vol_6,Graphic Novels,28/04/2005,Thursday,April,2005,1
107315.Pied_Piper,Fiction,28/10/1942,Wednesday,October,1942,1
965154.Platero_y_yo,Classics,28/10/2014,Tuesday,October,2014,1
653396.Feel_the_Fear_and_Do_It_Anyway,Self Help,28/10/1987,Wednesday,October,1987,1
828482.Man_vs_Beast,Young Adult,19/10/2006,Thursday,October,2006,1
10908.Harvesting_the_Heart,Fiction,01/01/1993,Friday,January,1993,1
547448.In_the_Cities_of_Coin_and_Spice,Fantasy,28/01/2007,Sunday,January,2007,1
11434.Forgiven,Fiction,01/01/2005,Saturday,January,2005,1
191940.The_Man_Without_Qualities,Fiction,28/10/1930,Tuesday,October,1930,1
768192.Leftovers,Young Adult,07/07/2008,Monday,July,2008,1
7095422-maximum-ride-vol-3,Graphic Novels,01/08/2010,Sunday,August,2010,1
477990.Summer_of_Fear,Young Adult,28/10/1976,Thursday,October,1976,1
106133.Rule_of_the_Bone,Fiction,28/10/1995,Saturday,October,1995,1
281572.Prisoner_of_Tehran,Nonfiction,01/05/2007,Tuesday,May,2007,1
7294912-maximum-ride-five-book-set,Fantasy,20/11/2009,Friday,November,2009,1
4887.The_Drama_of_the_Gifted_Child,Nonfiction,28/10/1979,Sunday,October,1979,1
2268120.Things_The_Grandchildren_Should_Know,Nonfiction,15/11/2007,Thursday,November,2007,1
12882328-spark,Young Adult,17/07/2012,Tuesday,July,2012,1
15713700-tiger-magic,Romance,04/06/2013,Tuesday,June,2013,1
428036.Skybreaker,Young Adult,01/01/2005,Saturday,January,2005,1
78989.Shall_We_Tell_the_President_,Fiction,28/10/1977,Friday,October,1977,1
10790276-courageous,Fiction,01/08/2011,Monday,August,2011,1
540489.Wise_Child,Fantasy,25/06/1987,Thursday,June,1987,1
15801763-untold,Fantasy,29/08/2013,Thursday,August,2013,1
20312462-jackaby,Fantasy,16/09/2014,Tuesday,September,2014,1
18464441-deacon,Romance,23/09/2014,Tuesday,September,2014,1
20727654-the-paper-magician,Fantasy,01/09/2014,Monday,September,2014,1
23848002-born-of-betrayal,Romance,03/11/2015,Tuesday,November,2015,1
29431081-the-universe-of-us,Poetry,04/10/2016,Tuesday,October,2016,1
82780.The_Year_of_Secret_Assignments,Young Adult,30/11/2003,Sunday,November,2003,1
140345.Absent_in_the_Spring,Fiction,28/08/1944,Monday,August,1944,1
239840.Dead_By_Sunset,True Crime,01/10/1995,Sunday,October,1995,1
109335.Hullabaloo_in_the_Guava_Orchard,Fiction,28/10/1998,Wednesday,October,1998,1
126503.Spellsinger,Fantasy,01/03/1983,Tuesday,March,1983,1
647.No_Logo,Nonfiction,28/10/2000,Saturday,October,2000,1
127567.The_Dolphins_of_Pern,Fantasy,28/10/1994,Friday,October,1994,1
129783.The_Other_Side_of_the_Bridge,Fiction,26/09/2006,Tuesday,September,2006,1
51089.Black_Spring,Fiction,28/10/1936,Wednesday,October,1936,1
811192.The_Secret_Identity_of_Devon_Delaney,Romance,01/04/2007,Sunday,April,2007,1
6329322-nice-girls-don-t-live-forever,Romance,07/12/2009,Monday,December,2009,1
64955.Midnight,Horror,01/01/1989,Sunday,January,1989,1
223182.Cracker_,Historical Fiction,28/10/2007,Sunday,October,2007,1
13566041-shadow,Romance,30/10/2012,Tuesday,October,2012,1
12246929-the-vicious-deep,Fantasy,01/05/2012,Tuesday,May,2012,1
6878217-lost-dogs-and-lonely-hearts,Romance,28/10/2009,Wednesday,October,2009,1
41016937-a-different-kind-of-fairy-tale,Romance,21/12/2012,Friday,December,2012,1
15817952-seven-minutes-in-heaven,Young Adult,30/07/2013,Tuesday,July,2013,1
1131999.Fabian_Die_Geschichte_eines_Moralisten,Fiction,28/10/1931,Wednesday,October,1931,1
15841901-take-your-last-breath,Mystery,01/09/2012,Saturday,September,2012,1
13226217-the-infernal-devices,Graphic Novels,15/09/2013,Sunday,September,2013,1
51072.Adrian_Mole_and_the_Weapons_of_Mass_Destruction,Fiction,28/10/2004,Thursday,October,2004,1
35921.On_Basilisk_Station,Science Fiction,28/04/1992,Tuesday,April,1992,1
10596724-horde,Young Adult,20/09/2013,Friday,September,2013,1
21873331-if-i-stay-collection,Young Adult,01/07/2014,Tuesday,July,2014,1
21422225-the-queen-of-all-that-dies,Romance,15/01/2015,Thursday,January,2015,1
20561849-reign,Fantasy,30/10/2014,Thursday,October,2014,1
6633007-solitary,Young Adult,02/07/2009,Thursday,July,2009,1
15798757-maggot-moon,Young Adult,06/09/2012,Thursday,September,2012,1
22609522-red-notice,Nonfiction,28/10/2014,Tuesday,October,2014,1
16071764-lean-in,Nonfiction,11/03/2013,Monday,March,2013,1
29749098-catwoman,Young Adult,07/08/2018,Tuesday,August,2018,1
24468673-the-lightning-struck-heart,Fantasy,20/07/2015,Monday,July,2015,1
21428058-lovers-like-us,Romance,31/10/2017,Tuesday,October,2017,1
41021196-fool-s-assassin,Fantasy,12/08/2014,Tuesday,August,2014,1
452235.The_Firm,Fiction,28/02/1991,Thursday,February,1991,1
44582454-regretting-you,Romance,10/12/2019,Tuesday,December,2019,1
82896.The_Education_of_Henry_Adams,Biography,28/10/2018,Sunday,October,2018,1
295107.City_of_Flowers,Fantasy,28/10/2005,Friday,October,2005,1
6588.The_Big_Bad_Wolf,Mystery,13/10/2003,Monday,October,2003,1
184661.The_Third_Option,Fiction,31/10/2000,Tuesday,October,2000,1
4453371-kitty-and-the-dead-man-s-hand,Fantasy,01/01/2009,Thursday,January,2009,1
351198.The_Ringed_Castle,Historical Fiction,28/10/1971,Thursday,October,1971,1
534255.Autobiography_of_a_Face,Nonfiction,01/01/1994,Saturday,January,1994,1
6098691-divine-misdemeanors,Fantasy,24/11/2009,Tuesday,November,2009,1
95573.Hart_s_Hope,Fantasy,28/10/1983,Friday,October,1983,1
81948.The_E_Myth_Revisited,Business,01/09/1985,Sunday,September,1985,1
68513.Warlord,Fantasy,06/03/2007,Tuesday,March,2007,1
7706102,Nonfiction,28/10/2009,Wednesday,October,2009,1
900.The_Game,Nonfiction,28/10/2005,Friday,October,2005,1
223462.Gods_in_Alabama,Fiction,13/04/2005,Wednesday,April,2005,1
608368.My_Feudal_Lord,Nonfiction,28/10/1991,Monday,October,1991,1
773507.Emily_s_Quest,Classics,28/10/1927,Friday,October,1927,1
425123.Gone_Baby_Gone,Mystery,22/07/1998,Wednesday,July,1998,1
144773.Contest,Fiction,01/06/1996,Saturday,June,1996,1
220334.La_Gloire_de_mon_p_re,Classics,28/10/1957,Monday,October,1957,1
5559.Jack,Business,01/01/2001,Monday,January,2001,1
10184345-ashes-of-honor,Fantasy,04/09/2012,Tuesday,September,2012,1
13547289-tales-from-a-not-so-smart-miss-know-it-all,Fiction,01/10/2012,Monday,October,2012,1
98532.The_Female_Eunuch,Nonfiction,28/10/1970,Wednesday,October,1970,1
16222687-breathe-into-me,Romance,22/04/2013,Monday,April,2013,1
16301336-double-crossed,Young Adult,22/01/2013,Tuesday,January,2013,1
17839197-she-is-not-invisible,Young Adult,03/10/2013,Thursday,October,2013,1
15835031-if-he-had-been-with-me,Young Adult,01/04/2013,Monday,April,2013,1
1711463.Nunt_n_cer,Fiction,28/10/1938,Friday,October,1938,1
33426.Hyperspace,Science,28/10/1994,Friday,October,1994,1
16112083-p-deme-lo-que-quieras,Romance,28/10/2012,Sunday,October,2012,1
53423.Cronopios_and_Famas,Fiction,28/10/1962,Sunday,October,1962,1
18693656-a-long-time-gone,Fiction,03/06/2014,Tuesday,June,2014,1
18659623-through-the-woods,Graphic Novels,01/07/2014,Tuesday,July,2014,1
32187419-conversations-with-friends,Fiction,25/05/2017,Thursday,May,2017,1
114143.The_Reef,Romance,28/09/1998,Monday,September,1998,1
149667.HMS_Ulysses,Fiction,28/10/1955,Friday,October,1955,1
32102.Venetia,Romance,28/10/1958,Tuesday,October,1958,1
1001896.The_Real_Mother_Goose,Childrens,28/10/2016,Friday,October,2016,1
110331.The_Federalist_Papers,Nonfiction,28/10/1987,Wednesday,October,1987,1
6223474-deadly-little-lies,Young Adult,06/11/2009,Friday,November,2009,1
289681.Lily_s_Crossing,Historical Fiction,01/01/1997,Wednesday,January,1997,1
6422238-makers,Science Fiction,27/10/2009,Tuesday,October,2009,1
18956.Homicide,Nonfiction,01/06/1991,Saturday,June,1991,1
133497.The_Whale_Rider,Fiction,28/10/1987,Wednesday,October,1987,1
